[    4334ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ webpack-internal:///(app-pages-browser)/./node_modules/next/dist/next-devtools/shared/forward-logs-shared.js:27
[  422618ms] [ERROR] Failed to load resource: the server responded with a status of 400 (Bad Request) @ http://localhost:3007/api/pos/kitchen/orders:0
[  423623ms] [ERROR] Failed to load resource: the server responded with a status of 400 (Bad Request) @ http://localhost:3007/api/pos/kitchen/orders:0
[  426624ms] [WARNING] The resource http://localhost:3000/_next/static/media/687cefe982475b52-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  426624ms] [WARNING] The resource http://localhost:3000/_next/static/media/5e4e072b2e9777fc-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  426624ms] [WARNING] The resource http://localhost:3000/_next/static/media/65aef6ddbb47c22f-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  426624ms] [WARNING] The resource http://localhost:3000/_next/static/media/0438b9629284a2a4-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  426624ms] [WARNING] The resource http://localhost:3000/_next/static/media/1aca720030934734-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  426628ms] [ERROR] Failed to load resource: the server responded with a status of 400 (Bad Request) @ http://localhost:3007/api/pos/kitchen/orders:0
[  427633ms] [ERROR] Failed to load resource: the server responded with a status of 400 (Bad Request) @ http://localhost:3007/api/pos/kitchen/orders:0
[  430633ms] [WARNING] The resource http://localhost:3000/_next/static/media/687cefe982475b52-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  430633ms] [WARNING] The resource http://localhost:3000/_next/static/media/5e4e072b2e9777fc-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  430633ms] [WARNING] The resource http://localhost:3000/_next/static/media/65aef6ddbb47c22f-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  430633ms] [WARNING] The resource http://localhost:3000/_next/static/media/0438b9629284a2a4-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  430633ms] [WARNING] The resource http://localhost:3000/_next/static/media/1aca720030934734-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  430637ms] [ERROR] Failed to load resource: the server responded with a status of 400 (Bad Request) @ http://localhost:3007/api/pos/kitchen/orders:0
[  431642ms] [ERROR] Failed to load resource: the server responded with a status of 400 (Bad Request) @ http://localhost:3007/api/pos/kitchen/orders:0
[  434642ms] [WARNING] The resource http://localhost:3000/_next/static/media/687cefe982475b52-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  434642ms] [WARNING] The resource http://localhost:3000/_next/static/media/5e4e072b2e9777fc-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  434642ms] [WARNING] The resource http://localhost:3000/_next/static/media/65aef6ddbb47c22f-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  434642ms] [WARNING] The resource http://localhost:3000/_next/static/media/0438b9629284a2a4-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  434642ms] [WARNING] The resource http://localhost:3000/_next/static/media/1aca720030934734-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  434648ms] [ERROR] Failed to load resource: the server responded with a status of 400 (Bad Request) @ http://localhost:3007/api/pos/kitchen/orders:0
[  435652ms] [ERROR] Failed to load resource: the server responded with a status of 400 (Bad Request) @ http://localhost:3007/api/pos/kitchen/orders:0
[  438653ms] [WARNING] The resource http://localhost:3000/_next/static/media/687cefe982475b52-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  438653ms] [WARNING] The resource http://localhost:3000/_next/static/media/5e4e072b2e9777fc-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  438653ms] [WARNING] The resource http://localhost:3000/_next/static/media/65aef6ddbb47c22f-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  438653ms] [WARNING] The resource http://localhost:3000/_next/static/media/0438b9629284a2a4-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  438653ms] [WARNING] The resource http://localhost:3000/_next/static/media/1aca720030934734-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  438659ms] [ERROR] Failed to load resource: the server responded with a status of 400 (Bad Request) @ http://localhost:3007/api/pos/kitchen/orders:0
[  439664ms] [ERROR] Failed to load resource: the server responded with a status of 400 (Bad Request) @ http://localhost:3007/api/pos/kitchen/orders:0
[  442665ms] [WARNING] The resource http://localhost:3000/_next/static/media/687cefe982475b52-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  442665ms] [WARNING] The resource http://localhost:3000/_next/static/media/5e4e072b2e9777fc-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
[  442665ms] [WARNING] The resource http://localhost:3000/_next/static/media/65aef6ddbb47c22f-s.p.woff2?v=1782135075678 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ http://localhost:3000/pos/register:0
